"GeneID"	"AOCS_001_2_0"	"AOCS_002_2_3"	"AOCS_004_2_9"	"AOCS_005_2_1"	"AOCS_034_2_4"	"AOCS_034_4_1"	"AOCS_055_2_0"	"AOCS_056_2_3"	"AOCS_057_2_6"	"AOCS_058_2_9"	"AOCS_059_2_1"	"AOCS_060_2_9"	"AOCS_061_2_1"	"AOCS_063_2_7"	"AOCS_064_2_X"	"AOCS_064_4_7"	"AOCS_065_2_2"	"AOCS_065_4_X"	"AOCS_075_2_4"	"AOCS_076_2_7"	"AOCS_077_2_X"	"AOCS_078_2_2"	"AOCS_079_2_5"	"AOCS_080_2_2"	"AOCS_081_2_5"	"AOCS_083_2_0"	"AOCS_084_2_3"	"AOCS_085_2_6"	"AOCS_086_2_9"	"AOCS_086_4_6"	"AOCS_088_2_4"	"AOCS_088_4_1"	"AOCS_090_2_4"	"AOCS_090_4_1"	"AOCS_091_2_7"	"AOCS_091_4_4"	"AOCS_092_2_X"	"AOCS_092_4_7"	"AOCS_093_2_2"	"AOCS_093_4_X"	"AOCS_093_8_4"	"AOCS_094_2_5"	"AOCS_094_4_2"	"AOCS_095_2_8"	"AOCS_095_4_5"	"AOCS_096_2_0"	"AOCS_097_2_3"	"AOCS_104_2_X"	"AOCS_105_2_2"	"AOCS_106_2_5"	"AOCS_107_2_8"	"AOCS_108_2_0"	"AOCS_109_2_3"	"AOCS_111_2_3"	"AOCS_112_2_6"	"AOCS_113_2_9"	"AOCS_114_2_1"	"AOCS_115_2_4"	"AOCS_116_2_7"	"AOCS_117_4_7"	"AOCS_119_4_2"	"AOCS_120_4_X"	"AOCS_122_2_8"	"AOCS_123_2_0"	"AOCS_124_2_3"	"AOCS_125_2_6"	"AOCS_126_2_9"	"AOCS_128_2_4"	"AOCS_130_2_4"	"AOCS_131_2_7"	"AOCS_132_2_X"	"AOCS_133_2_2"	"AOCS_134_4_2"	"AOCS_135_4_5"	"AOCS_135_10_7"	"AOCS_137_4_0"	"AOCS_137_10_2"	"AOCS_138_4_3"	"AOCS_139_2_9"	"AOCS_139_7_7MD"	"AOCS_139_7_7WT"	"AOCS_139_24_9MD"	"AOCS_139_24_9WT"	"AOCS_139_26_6MD"	"AOCS_139_26_6WT"	"AOCS_141_4_6"	"AOCS_141_10_8"	"AOCS_142_4_9"	"AOCS_143_2_4"	"AOCS_144_2_7"	"AOCS_145_2_X"	"AOCS_146_2_2"	"AOCS_147_2_5"	"AOCS_148_2_8"	"AOCS_149_2_0"	"AOCS_150_4_5"	"AOCS_150_10_7"	"AOCS_152_2_3"	"AOCS_153_2_6"	"AOCS_155_4_9"	"AOCS_157_2_7"	"AOCS_158_2_X"	"AOCS_159_2_2"	"AOCS_160_2_X"	"AOCS_161_2_2"	"AOCS_162_2_5"	"AOCS_163_2_8"	"AOCS_164_2_0"	"AOCS_165_2_3"	"AOCS_166_2_6"	"AOCS_167_4_6"	"AOCS_167_27_X_MD"	"AOCS_167_27_X_WT"	"AOCS_167_29_7_MD"	"AOCS_167_29_7_WT"	"AOCS_168_2_1"	"AOCS_169_2_4"	"AOCS_170_2_1"	"AOCS_170_4_9"	"AOCS_171_2_4"	"AOCS_171_4_1"	"AOCS_172_31_2"	"AOCS_173_31_5"	"AOCS_174_31_8"	"AOCS_175_31_0"	"AOCS_176_31_3"	"AOCS_177_31_6"	"AOCS_178_31_9"
"1"	"BCL2A1"	173	221	903	226	263	282	109	199	1026	58	222	302	21	265	759	67	301	1095	333	309	469	192	935	95	339	657	742	493	598	8613	1221	45	43	4004	658	1773	466	768	794	474	64	208	135	589	638	264	67	1279	538	55	114	345	108	148	58	314	783	242	648	1797	6685	1054	164	1515	524	117	481	596	641	335	55	314	1280	71	353	189	96	3853	1360	42	179	190	94	52	204	30	2213	4256	231	263	27	101	1340	50	423	1005	649	801	161	254	194	80	152	509	270	204	230	187	88	972	1155	1331	605	103	195	151	222	282	8304	6	4166	9	21	5	4	54	8	3
