"GeneID"	"GSM6411618"	"GSM6411620"	"GSM6411621"	"GSM6411622"	"GSM6411624"	"GSM6411625"	"GSM6411626"	"GSM6411627"	"GSM6411628"	"GSM6411629"	"GSM6411630"	"GSM6411631"	"GSM6411632"	"GSM6411634"	"GSM6411636"	"GSM6411637"	"GSM6411638"	"GSM6411640"	"GSM6411641"	"GSM6411642"	"GSM6411643"	"GSM6411644"	"GSM6411645"	"GSM6411646"	"GSM6411648"	"GSM6411650"	"GSM6411652"	"GSM6411654"	"GSM6411656"	"GSM6411661"	"GSM6411663"	"GSM6411664"	"GSM6411665"	"GSM6411666"	"GSM6411667"	"GSM6411668"	"GSM6411669"	"GSM6411670"	"GSM6411671"	"GSM6411672"	"GSM6411673"	"GSM6411674"	"GSM6411675"	"GSM6411676"	"GSM6411680"	"GSM6411681"	"GSM6411682"	"GSM6411683"	"GSM6411684"	"GSM6411685"	"GSM6411686"	"GSM6411687"	"GSM6411688"	"GSM6411689"	"GSM6411700"	"GSM6411706"	"GSM6411707"	"GSM6411708"	"GSM6411710"	"GSM6411711"	"GSM6411712"	"GSM6411715"	"GSM6411716"	"GSM6411718"	"GSM6411719"	"GSM6411720"	"GSM6411721"	"GSM6411722"	"GSM6411724"	"GSM6411725"	"GSM6411726"	"GSM6411727"	"GSM6411733"	"GSM6411734"	"GSM6411737"	"MAOC00037_4_2"	"MAOC00287_4_X"	"MAOC00357_4_3"	"MAOC00562_4_1"	"MAOC00602_4_7"	"MAOC00623_4_6"	"MAOC00665_4_4"	"MAOC00673_4_X"	"MAOC00682_4_9"	"MAOC00944_4_0"	"MAOC01064_4_0"	"MAOC01138_4_9"	"MAOC01262_4_7"	"MAOC01315_4_6"	"MAOC01370_4_4"	"MAOC01475_4_4"	"MAOC01491_4_5"	"MAOC01783_4_5"	"MAOC01847_4_0"	"MAOC01893_4_X"	"MAOC01893_7_3"	"MAOC02145_4_1"	"MAOC02193_4_8"	"MAOC02278_4_2"	"MAOC02394_4_5"	"MAOC02410_4_0"	"MAOC02417_4_6"	"MAOC02427_4_9"	"MAOC02444_4_3"	"MAOC02541_4_4"	"MMAC00102_4_8"	"MMAY00010_4_1"	"MMAY00149_4_4"	"MMAY00176_4_1"	"MMAY00363_4_1"	"MMAY00507_4_3"	"MMAY00566_4_6"	"MMAY00594_4_7"	"MMAY00621_4_9"	"MMAY00627_4_0"	"MMAY00631_4_1"	"MMAY00711_4_8"	"MMAY00738_4_9"	"MMAY00753_4_6"	"MMAY00758_4_4"	"MMAY00761_4_1"	"MMAY00981_4_0"	"MWMH00083_4_1"	"MWMH00351_4_1"	"MWMH00475_4_3"	"MWMH00507_4_3"	"MWMH00552_4_9"	"MWMH00758_4_4"	"MWMH00758_7_8"	"MWMH00758_9_7"	"MWMH00851_4_0"
"1"	"BCL2A1"	1.15844889536727	3.28079091748015	0.673446466551839	1.69788860543524	0.771869880869076	1.73738958256017	2.95278163763314	0.622865702778985	1.43265224938651	1.54713025034438	-1.56693933023926	1.82908492887628	3.82873173625043	1.633850531268	2.03914070692361	2.29596550320956	3.27478515230889	3.47900450377975	1.71518840250693	1.89051642801887	3.09761057179456	2.84341846303702	2.52953337054572	3.75834731125651	3.7450399498173	-0.931826636990254	3.05004471477727	2.30245012251587	3.23572227883195	3.20901466122436	1.7665494860036	0.0155722387475878	3.87665306579237	2.5591164903601	-0.274594758088427	0.430582586467533	2.1118436373846	0.406056058816947	0.927699128775986	-0.305398598980392	1.86076478087335	3.18648844309751	1.49891007194189	2.96811913144386	1.63823375171263	4.00905314577517	2.63001964459254	0.551274793760967	2.60567744680099	2.72570487551044	3.1987518243084	1.82825604875418	-0.489009401994214	1.84786452263573	3.72549870398868	1.22252115939976	1.57343838959633	-1.14089263677685	3.88515136459663	-0.96583302190952	2.86160654520297	3.43214468055857	0.894503891020008	0.874690424363904	-0.366523563789064	1.00950138306069	2.45753520573401	1.70265383851215	1.44938262269358	1.3105040167652	0.0380915674960172	3.35187233483975	0.607854964236119	1.14115995944486	-1.94388631886748	1.26514696708189	1.85208723163775	3.60167151513717	1.94197937292906	0.896848504192751	0.300568302658207	2.54422577708818	-1.22605508420732	3.34554580699207	2.46412996075823	2.64100465379352	-0.14217843929391	1.74016098766153	1.4267839492355	3.10410570820594	3.39691820949148	3.27709738731974	1.28879600388285	1.32911498787144	1.96609974162741	2.64973648798748	2.99557237631646	-0.298624497701199	-0.27800981934246	2.09358067169249	3.02673313118162	0.626688564614411	1.39656195672451	3.56068949458583	4.82877272978389	1.07272156558521	3.27999181721634	2.06093536768597	2.42066742106768	1.4401921021094	1.6827635704249	0.590212165210992	2.42202221862832	1.05247429519845	0.814746158884489	2.35031883219995	2.28729482169846	2.27043932397835	1.24043055365018	-0.272462738504554	3.06140288436759	1.2696749780486	2.90241419991872	1.32030653147837	2.11389756805224	1.50321351201042	3.12332328874297	2.93680926916045	3.25966576333397	3.46688778216325	1.32314992604366
